order_id,user_id,driver_id,merchant_id,status,payment_method,subtotal,delivery_fee,discount,total_amount,order_time,delivered_time,delivery_lat,delivery_lon,delivery_area
7d138232-9447-45b8-b002-7b8a1b0df34d,96bcd088-f9c0-447a-a62d-337591e31213,fd7b2062-0c7a-41c2-b862-ab32b969042c,1fb34dcf-d12b-4010-875b-fe5b76ac3876,cancelled_by_driver,GoPay,50000,3000,5000,48000,2024-11-22 17:43:26,,-6.185624,106.909934,Jakarta Timur
e6ec86be-febe-4433-adc2-75c6ab3bbbe5,00bddce5-c4ef-4f2d-b6f9-43bdd7945473,57720691-6de8-4f10-a3e4-6b69e4a040b3,df45aaa3-fe69-4e70-af55-ce2a83361701,cancelled_by_customer,Mandiri Virtual Account,181000,3000,0,184000,2024-04-23 18:53:15,,-6.102975,106.893527,Jakarta Utara
1c9095ca-85d7-4b2b-a422-68434e033fdb,db66ea82-f62e-4e26-b57e-13f7e513fc30,8c84c579-9997-4743-92ba-23bfd725b395,52206a33-1c1f-42c0-8354-e0df2f573f73,cancelled_by_driver,BCA Virtual Account,50000,7000,0,57000,2023-01-23 07:57:24,,-6.226622,106.894611,Jakarta Timur
dcd2cc07-cecb-43c7-bbda-b87d366553ae,22c9e496-f86e-4f1b-aa73-429dfaed0ecc,0433f68f-7238-4e70-9c00-8695faca5dab,c637ce2a-acd9-43d1-b011-ca16d9a06e43,delivered,OVO,190000,7000,5000,192000,2023-11-20 02:27:35,2023-11-20 02:48:35,-6.171572,106.839996,Jakarta Pusat
d6c5773d-32b8-4242-8d17-6bf49a791b99,0bbd6436-950c-40c7-a198-fe3933c6910a,765f1c02-3696-4503-ae7e-7db66668d51d,df45aaa3-fe69-4e70-af55-ce2a83361701,cancelled_by_driver,Cash,161000,7000,0,168000,2024-02-06 08:02:23,,-6.102975,106.893527,Jakarta Utara
821daaf8-0c04-40b1-ac22-7abb5404b43c,80947f58-c9a7-466f-8652-b199260a9d81,726051f1-180e-405c-b3bd-9f328730deb9,e8efe152-2920-4213-9389-ee2bc34760eb,cancelled_by_driver,OVO,86000,7000,10000,83000,2023-06-30 18:45:12,,-6.16867,106.872347,Jakarta Timur
0914bf23-fb7a-4d53-8afd-bfd934e71cd1,4a8cbbbb-455d-4ec5-ac92-89e64dd60af2,320ea11b-2323-4e58-a950-f9c82fbabba7,e7cffa58-76ef-4b35-805e-f3a7f01b8cfa,delivered,BCA Virtual Account,10000,2000,0,12000,2024-11-28 07:13:16,2024-11-28 08:00:16,-6.235715,106.967073,Jakarta Timur
e704f188-727b-4067-92d5-bf2988f41284,c3bdfd10-21ea-4fbc-ae42-2d4456af729e,37a02ab9-c562-4071-9d10-54e07cbc9109,a5ed0ac2-20b7-44c1-a607-f5cc1a704321,cancelled_by_driver,Mandiri Virtual Account,120000,7000,0,127000,2023-08-21 10:54:18,,-6.136764,106.753538,Jakarta Barat
6347f5a4-dbbd-4550-819b-3a470a368584,a3fb2ed2-5c2e-4371-a02b-0c71ff22c434,588fffec-df3a-4bdc-a088-a1583e9fb503,1fff8e95-06a6-468c-8ddf-ee83ff475f74,cancelled_by_driver,DANA,48000,2000,5000,45000,2024-06-29 23:07:27,,-6.122323,106.90446,Jakarta Utara
97deb4f0-bb6a-44c7-9180-72e9877ce3f5,0117736e-214c-4e64-84ef-498a626f8389,d41b8f7a-514d-48f6-b38f-bc7671447906,a8299088-b5bc-4179-94fd-ccbaff5cae7d,delivered,Cash,270000,7000,0,277000,2023-11-10 22:47:57,2023-11-10 23:22:57,-6.105113,106.839633,Jakarta Utara
1b98a511-5302-4975-be40-d25556115b52,a21ecda0-9679-448f-9f94-ba4e180f966f,e99677b8-00cd-44ef-a545-305f53049fb8,2c1e1aba-b7d9-4705-8896-159fa647a159,cancelled_by_driver,GoPay,86000,10000,0,96000,2023-01-29 03:33:58,,-6.273846,106.828046,Jakarta Selatan
b0d2a7ba-db9c-4e0b-97ca-9451bb558853,0eb19525-b30c-45a3-9082-0b9ace48918d,f797a693-7e22-45ea-b5e9-96688697eec1,9fc7591b-1f79-43f6-a9ec-66987cde98a1,delivered,Mandiri Virtual Account,34000,3000,0,37000,2024-10-12 09:02:25,2024-10-12 09:35:25,-6.114664,106.830343,Jakarta Utara
6eaf1577-bfc6-411b-8f87-09bbaff2d94d,9f2f8224-b16a-409c-a0b2-c27393691457,9e7e9ed9-7eb4-43ef-833c-e57a0bd5b285,7a5f43a7-f074-4c8f-b83f-6f65e63a861e,delivered,Cash,198000,5000,0,203000,2024-08-20 21:27:31,2024-08-20 22:10:31,-6.164407,106.862671,Jakarta Pusat
d55788d2-5150-4b09-a985-a10db7ecd9d8,85cc70c0-9cbd-4327-b32e-a8de14e7705f,1f419545-4cd5-48b3-a2c4-138c765d8aa5,3e8dd61d-4010-4310-91de-c5e80cdc6fe5,delivered,OVO,276000,2000,5000,273000,2023-12-18 19:51:26,2023-12-18 20:12:26,-6.242383,106.917998,Jakarta Timur
a0e79765-f45b-482a-a6e1-dc734d755dca,5a4cb67d-3405-4d08-8158-9835b8b0f133,b9fbc1da-8cb4-479f-8084-a45874732885,f922c032-34e5-4259-924e-dfa4e3a04def,cancelled_by_driver,BCA Virtual Account,317000,2000,10000,309000,2023-01-29 21:18:06,,-6.181133,106.883898,Jakarta Timur
cbdfe347-47ed-4da4-b557-2891eb33d577,a4ae43c1-9319-4913-9596-c1ac9483de2e,d02f34a6-7859-4592-87fa-bd5138a5b401,c771c690-4d78-4871-a1b7-a8b5b5c111d8,delivered,BCA Virtual Account,176000,5000,0,181000,2023-03-29 17:01:40,2023-03-29 17:22:40,-6.197527,106.814971,Jakarta Selatan
1a8192b0-fdda-48cf-9e5c-4efa557d996f,46fa2e54-4903-48ef-a424-758e1168ebbd,7fe5fccd-5be4-465d-9e63-428ce7ac38a3,e9db8860-bec6-4f5c-8838-76612296a23e,delivered,GoPay,100000,2000,5000,97000,2023-05-23 20:11:52,2023-05-23 20:49:52,-6.206434,106.798747,Jakarta Selatan
d15651b7-b463-4042-9514-083ff34bb0ed,83e2b9f4-2760-48d7-857b-bff48cb5d8df,b109cbc3-52bd-4c83-8bf5-ac5dd12420fd,253242f4-f6f8-4b7b-b568-9e6e1f32f139,delivered,GoPay,50000,2000,10000,42000,2024-02-14 17:08:51,2024-02-14 17:25:51,-6.137645,106.746202,Jakarta Barat
895b66e9-02b7-4365-b7c0-a15e91103c96,034f9528-aaf7-4548-a500-49e97787ab39,6c50b1ca-b574-486a-a037-dd44b774ad75,b21b961d-c798-463e-af44-d3cb4e99102f,cancelled_by_driver,GoPay,69000,10000,0,79000,2023-05-13 08:06:13,,-6.177489,106.919739,Jakarta Timur
43bbda0c-0e81-49f3-93e0-81f126ca3b40,9267a3cc-6bb0-4abe-9abb-841cfc3c40dd,e33538d9-9678-4c73-9933-11b206abe797,67d71c4a-cd89-450f-b566-e73f694ada52,delivered,DANA,108000,3000,5000,106000,2024-10-24 14:08:18,2024-10-24 14:34:18,-6.160868,106.858412,Jakarta Pusat
46433f1b-8ae0-4fe0-a64a-5bb6a6fa7a44,57bc604c-3552-4106-8bd7-9292a659fa5c,d18a2a09-2d88-4f93-8e49-ac06b0ac1ccb,e4a75bcc-b43d-4b64-9939-b4cebe882d86,delivered,DANA,174000,7000,0,181000,2023-11-10 14:24:40,2023-11-10 15:17:40,-6.256014,106.806372,Jakarta Selatan
006231bc-62f9-452b-ab99-9d1ebdcf4150,61c925ba-e01f-4b69-9c1d-6328d90cbaae,ccc8227d-e793-46d7-bda3-ffa03d8dec6d,41ec9df2-ebc6-44ab-add2-d4eea2d34297,cancelled_by_driver,Mandiri Virtual Account,150000,5000,5000,150000,2024-05-28 13:48:33,,-6.144398,106.80326,Jakarta Barat
d0a0618c-c5ea-4e6e-92d7-ee084cdb875f,959b9dba-e2af-4ce3-9cb2-8dba0b80c49c,6440645f-9019-4bed-a76f-0f1261e6fb1e,b92b664c-a002-4018-8b5a-1c446be01e0b,delivered,Mandiri Virtual Account,36000,3000,5000,34000,2024-11-21 04:08:23,2024-11-21 05:02:23,-6.137129,106.841778,Jakarta Utara
0310a90a-465e-4bee-8a79-4d8e8985a5ab,03da90df-e6b1-4a65-87fa-4dff3c138854,966b3e2f-f1dc-42d2-ad78-83fefb7f4710,d9e92d60-423a-4be3-93da-14e7de4585ad,delivered,DANA,240000,3000,5000,238000,2024-12-25 23:38:17,2024-12-26 00:24:17,-6.261417,106.807801,Jakarta Selatan
829ac0cb-6f61-4512-8b00-a29f4bd58554,64d44e83-d8e7-4ebd-be4d-434d23fbfae9,279cfefd-e9f2-4d32-bb2f-af5d09166662,a335ab04-5b29-40b5-b6cf-b05f4313ce96,delivered,BCA Virtual Account,135000,5000,0,140000,2024-07-08 23:48:36,2024-07-09 00:06:36,-6.154563,106.82267,Jakarta Pusat
70c18859-662f-4fe2-97e9-ff65026a92e2,4dfeeaa0-aa3a-451a-9960-af96d40e2441,4fcd7649-26eb-4ab3-904e-2a15b320ff56,840bbdb7-208d-4b15-965e-379caa3d9c1d,delivered,BCA Virtual Account,245000,5000,0,250000,2023-11-24 01:27:07,2023-11-24 02:13:07,-6.25073,106.820948,Jakarta Selatan
bea50ff7-7272-4579-a739-00d39c9db396,2043d1c7-61da-498c-a3e3-3e525698ee99,2ff47708-52ca-47ee-a0e9-9d6023a9897b,cea5eb30-3b85-491a-868d-9794791e04f0,delivered,GoPay,110000,3000,10000,103000,2024-09-13 14:40:31,2024-09-13 15:10:31,-6.101686,106.877393,Jakarta Utara
41b4a6fa-a5f9-4a32-a5f9-b27a4a78e0e0,71bb7157-65bc-41d1-bc02-d00f7aa566a6,31fc6335-726e-4bef-a910-07c3871d5d9e,a5b8ab1a-21c2-4adc-8078-750d5ea3e739,cancelled_by_customer,BCA Virtual Account,42000,2000,0,44000,2023-06-19 10:04:35,,-6.200672,106.827442,Jakarta Selatan
7e99e8ce-2212-444c-975a-015bafc9e47a,8aa24824-9172-4f40-826c-347fbf34fc1b,a0efe487-67af-447e-904b-5d3b6e21cb42,f2c5a833-722d-49da-b6d5-ecdfbebe2a75,delivered,Cash,98000,7000,5000,100000,2024-05-24 15:25:29,2024-05-24 16:03:29,-6.166968,106.755131,Jakarta Barat
743fe8ee-103f-4562-90ed-67061b2cf20d,6455e622-8539-4a66-a9c9-7b8af6d45685,b57862ab-af17-4b9f-bca4-97fec8403dac,37e0a686-9d5c-429b-b1e7-032ae42e0bfc,delivered,DANA,90000,7000,0,97000,2024-10-20 07:45:06,2024-10-20 08:34:06,-6.227748,106.864738,Jakarta Selatan
e184bdef-53f1-41d1-9dcc-1f7b9b1fe3c5,270e8d75-5e3f-4eff-9f49-44309e30735b,a33890c4-4d60-4dc6-a646-ef6d47b145ec,b3234131-d610-4472-ab67-9bf40af8a146,cancelled_by_driver,BCA Virtual Account,50000,3000,0,53000,2023-11-27 23:07:08,,-6.157692,106.966486,Jakarta Timur
c654c75b-cae4-43da-9130-021f27864e4a,2b90e685-f032-40bb-b023-731a85cfab58,117fe33d-ef64-409d-9ba4-13dd4f5db2b7,25c14524-7464-434c-a7e4-7c65b9df0907,cancelled_by_driver,OVO,50000,2000,0,52000,2023-01-30 02:55:01,,-6.167593,106.814366,Jakarta Barat
98c0360a-2cc4-4bf0-b81b-2327c35e9117,482c34af-f3e3-483c-b644-7fd683475fa0,49a2ebdc-a12e-481f-9265-e30e4f092673,6dfbd3ee-9a1d-47f4-b9c2-105eefe6a2b3,cancelled_by_driver,DANA,225000,3000,0,228000,2024-03-16 22:36:10,,-6.172904,106.835165,Jakarta Pusat
70c50133-a5d5-40d1-86dd-f2042b7546c6,0c30a26d-59bc-46b6-92e2-12c05ecd0535,6bd1e20f-5d8c-4268-ac3a-52818b5ca83f,2b529ac2-78a9-4d84-978d-d6218d3a86d6,delivered,Cash,75000,2000,2000,75000,2024-06-04 15:47:22,2024-06-04 16:07:22,-6.141413,106.8638,Jakarta Pusat
aab94dae-65b6-4302-9b2b-5a776de0ff09,870c71c4-5e2c-4696-8d42-12d8e83714d9,1d0495aa-4d01-44a7-a8e8-376ddf6b00a7,6257aaf0-a7ca-46eb-ab7e-cc5bbe6cb92d,cancelled_by_driver,GoPay,105000,3000,0,108000,2024-07-13 16:04:29,,-6.112662,106.834655,Jakarta Utara
eae29fb3-1abd-4b43-ba93-f7672209a944,999b3e75-8035-49f1-a239-cc51e34a0f69,a0459ce5-4864-4c59-82bf-fac1a21a3bd8,7aee28a0-c076-4bba-8eef-690e51ac2517,delivered,Cash,168000,10000,2000,176000,2024-01-27 01:43:03,2024-01-27 02:21:03,-6.265411,106.820339,Jakarta Selatan
647a3b58-2b64-48d9-b569-f1e81ad5a62e,df80427b-628a-45d4-905d-cc9a7a07810d,4a79f9e6-7402-453d-942c-4efb7f2b5a58,0c1d8541-639e-440d-86c4-3f0cbca2814a,cancelled_by_customer,DANA,275000,3000,10000,268000,2024-03-05 11:29:23,,-6.167712,106.799799,Jakarta Barat
f3d18799-b966-4b41-98f3-d753a3ff104b,eb9932fd-18b8-41fc-891e-4a1b9983bc06,6f68cc15-540a-4e2d-a751-19ae949da358,2c498e08-196f-4277-ab74-537201d08e9d,cancelled_by_driver,Cash,8000,3000,0,11000,2024-03-11 08:34:42,,-6.11506,106.858568,Jakarta Utara
649fb90d-a5f7-4de6-8f07-f1e176d2b7a8,9c112f6a-55a1-4083-bf12-95224830202f,e1749397-5b6a-4c15-9234-b31581287198,20dcd197-6380-485f-9f64-40f88d235fc9,cancelled_by_customer,OVO,146000,2000,0,148000,2024-05-31 00:00:01,,-6.150827,106.822639,Jakarta Pusat
3940cad2-1d5e-49b7-83ff-394c08821c04,c8b50cfc-d339-459d-b08d-81bcbe1a4ed1,8fc663a9-2804-423b-893c-c1b22604108f,bbe3f779-76df-4d26-84ba-dc84f36da6e2,cancelled_by_driver,DANA,54000,3000,10000,47000,2024-02-10 19:48:59,,-6.165447,106.796397,Jakarta Barat
516684b5-4c35-4ec1-9678-b394edb98533,75206004-3d9b-4f2a-b0cd-70d2a392e27e,8ca35018-fe2e-4c3f-bf63-4dfe331eaccd,231e4b28-9c7a-4ef7-aca6-3358cf2a2820,delivered,OVO,169000,5000,5000,169000,2023-04-23 15:31:28,2023-04-23 16:19:28,-6.150001,106.830905,Jakarta Pusat
021b7918-1d74-434e-ba4a-91742ba16918,a163b4bf-6a13-4e9e-9c58-616742c93fcb,4fe38dcd-401c-4d8b-9abf-e05f76666aee,0a4701fd-59d1-4153-9a5f-7f28ba5f4c31,cancelled_by_customer,BCA Virtual Account,54000,2000,2000,54000,2024-08-21 23:42:47,,-6.147852,106.774417,Jakarta Barat
469f582a-157d-4c37-bc46-34b6a119bf00,c1d0d0d4-1ce8-4062-b42f-0574385bbca5,5c033cb9-d23d-4315-b6e6-7a92e326e590,eeba894d-89c5-441e-98ae-e27326719df8,delivered,OVO,165000,5000,10000,160000,2023-10-10 21:58:34,2023-10-10 22:36:34,-6.10021,106.836098,Jakarta Utara
5f8dfaee-d9e1-4d9a-bfe7-0dc3fa47f75b,fd3be8ac-e458-4cb6-a070-05d7eea853e8,848ac20d-9ed8-466f-b72e-a3ea308abd7a,4ec899ca-2884-45ef-93d2-73a0d7f0b5a9,delivered,BCA Virtual Account,64000,7000,0,71000,2024-01-12 23:30:42,2024-01-13 00:07:42,-6.117816,106.872824,Jakarta Utara
4bed03e7-cc9c-4360-ba83-5d4427324d20,8f08e259-aa08-480d-94f1-5ef83236e917,31cc30a4-4789-450d-93e7-b8aa8e94907b,2c1e1aba-b7d9-4705-8896-159fa647a159,cancelled_by_driver,Mandiri Virtual Account,130000,7000,0,137000,2024-01-22 15:45:58,,-6.273846,106.828046,Jakarta Selatan
c76237d2-f15c-4a60-a925-301c49e846ea,e36bb2b5-12f7-4146-9d1a-0d4ba98e297c,bd18379c-af59-4749-b93b-d30a50673e49,c012f0cf-5c5f-49cc-952c-3db0c71ffdfa,delivered,Mandiri Virtual Account,84000,7000,0,91000,2024-07-01 03:06:00,2024-07-01 03:55:00,-6.101102,106.834863,Jakarta Utara
a3c423d2-6c6f-4200-8a95-b4286fc9b0c5,c89fa1cb-5e58-4fb7-a8b4-cea1aafe35a0,053cedf3-9653-4c78-a421-515ae924788c,751cf1d6-2166-4069-807a-6e22277eca58,cancelled_by_customer,GoPay,90000,5000,0,95000,2023-03-21 20:20:59,,-6.165255,106.843178,Jakarta Pusat
dcff1509-d916-42b5-a0aa-8edd9f125969,618916ac-5cc6-41e6-a82d-5efd5626c251,2b31a1e5-8b25-43b6-a8c1-847de9b3ede4,94a9d287-097f-4070-a90a-ff2ad7dde6e9,delivered,GoPay,226000,10000,0,236000,2023-08-14 16:33:43,2023-08-14 17:17:43,-6.265973,106.813473,Jakarta Selatan
720b0b71-30d1-46be-9519-70e7146c9e5d,a9566ae3-1eda-4a31-8d9b-83fb6acad8e1,4617c5cf-337f-4aaa-bac1-09c06b5d4bc5,62df9792-9aef-47df-acf8-31bdba687838,cancelled_by_customer,BCA Virtual Account,46000,7000,2000,51000,2023-09-13 11:40:18,,-6.135162,106.871402,Jakarta Utara
764204e4-2584-47b9-bc86-cadb6413cf3c,25d2eb59-8777-42e7-9dd9-d6bfa8133b45,8c1fdade-d956-4860-89ef-b9b22a19b025,e9f74024-7afb-42fd-9c42-949f37af00c8,delivered,OVO,8000,3000,0,11000,2024-11-11 13:07:08,2024-11-11 13:46:08,-6.159754,106.743531,Jakarta Barat
d2a61f6a-681e-4f73-af62-c16ceb1495e3,0e300731-8b36-4efb-927c-f77b3e83c7d1,1d0495aa-4d01-44a7-a8e8-376ddf6b00a7,2d9b53c6-1b86-4bb6-9995-693522ab4fe6,delivered,Mandiri Virtual Account,250000,5000,0,255000,2024-09-24 00:45:03,2024-09-24 01:02:03,-6.218338,106.812538,Jakarta Selatan
8d4dc27f-90de-42e2-bb31-433e9be755ea,3672c6ae-0680-4de7-aa3f-59199e9912f3,a922e5e9-cb11-4aaa-8c7b-804049376ce5,58e22b82-3c66-4e9c-b23e-fa35b2d5e6d5,cancelled_by_driver,OVO,179000,3000,0,182000,2024-01-06 18:14:55,,-6.149654,106.771203,Jakarta Barat
f623bba4-2413-445d-bb98-be337ec44836,2aa527eb-f54b-4e8e-8517-7565b6461a6a,2b96b64d-c4a5-40b5-bbf3-c2824f05e548,b2534f1d-a878-4e1f-98c0-5fb324b4a423,cancelled_by_driver,DANA,285000,10000,0,295000,2024-11-07 09:59:13,,-6.221219,106.817527,Jakarta Selatan
3ab0ae80-5e03-4c54-a920-ded7da075715,4d4385fb-1cde-499a-be73-969204c4786f,60fa8298-c14e-4ff9-93e9-565e59e4ce67,5c30107d-425a-4e43-8bae-3779221272bb,cancelled_by_driver,Mandiri Virtual Account,216000,5000,0,221000,2023-05-20 06:57:36,,-6.187251,106.863966,Jakarta Selatan
12d62562-b713-4048-953c-2d68babf9259,d4de600f-54f8-4206-a434-8b03eccdc8c9,ebe807a4-7d4e-40d7-bbd1-c1cd44fdbaac,37ae2553-0503-4f99-8457-5aa16e12eb71,cancelled_by_driver,Cash,261000,10000,0,271000,2023-02-23 21:42:34,,-6.154956,106.857165,Jakarta Pusat
