product_id,merchant_id,product_name,category,price,is_available,created_at
6d332751-c3a0-4934-97c3-5fa0480c370e,d52aa1ea-f763-46a6-bd2a-8cb35ff36e00,BBQ Ribs Jumbo,Western,25000,0,2022-10-29 09:23:21
d23a1171-9db7-4358-8a8e-a0cb4d1d6583,d52aa1ea-f763-46a6-bd2a-8cb35ff36e00,Fish & Chips Super,Western,15000,1,2022-10-29 09:23:21
3564e366-7f07-4f98-a903-01d1340c8fd6,f1e52a5b-10b0-4c6f-a943-0e77e352723d,Ayam Pop Original,Padang,10000,1,2021-02-15 02:15:16
fb45fa89-08b4-4744-bdc1-b0bb9b9e1b0b,f1e52a5b-10b0-4c6f-a943-0e77e352723d,Gulai Ikan Spesial,Padang,30000,1,2021-02-15 02:15:16
3c4f34c2-fe8e-4351-982a-2f9d318db4eb,f1e52a5b-10b0-4c6f-a943-0e77e352723d,Rendang Original,Padang,40000,1,2021-02-15 02:15:16
01e10476-1c00-452a-bd40-ffc5623ef75f,f1e52a5b-10b0-4c6f-a943-0e77e352723d,Dendeng Balado Super,Padang,8000,1,2021-02-15 02:15:16
07bf080e-ab82-4ad0-87a8-edb580da9887,f1e52a5b-10b0-4c6f-a943-0e77e352723d,Gulai Ikan Komplit,Padang,18000,0,2021-02-15 02:15:16
1bf89196-062a-420f-987f-01e67b51326a,f1e52a5b-10b0-4c6f-a943-0e77e352723d,Rendang Komplit,Padang,12000,1,2021-02-15 02:15:16
7b2d4244-66f8-46d1-a713-278b9981071d,f1e52a5b-10b0-4c6f-a943-0e77e352723d,Gulai Ikan Komplit,Padang,30000,1,2021-02-15 02:15:16
0bb0dfd1-d02f-4738-95ad-e1a43651ca64,40065082-6412-4ecb-a5b0-917e49f3ed56,Nasi Liwet Jumbo,Nasi & Lauk,18000,1,2021-08-04 05:08:48
5b07051f-acf2-4253-aecd-55a980875af8,40065082-6412-4ecb-a5b0-917e49f3ed56,Nasi Liwet Original,Nasi & Lauk,12000,1,2021-08-04 05:08:48
203a28d2-4891-4d9e-a857-684fd7ff3a96,40065082-6412-4ecb-a5b0-917e49f3ed56,Nasi Kuning Original,Nasi & Lauk,20000,1,2021-08-04 05:08:48
9bfacad9-3bf1-41dc-95dc-77616f9f1998,40065082-6412-4ecb-a5b0-917e49f3ed56,Nasi Liwet Jumbo,Nasi & Lauk,15000,1,2021-08-04 05:08:48
bc529020-d008-4971-891c-48fcc405d678,2a1fe929-5627-41aa-8112-11b38bb61b46,Gado-Gado Jumbo,Vegetarian,12000,1,2022-11-11 10:21:29
2532ddee-8bf8-47a5-bd1d-a13250178558,2a1fe929-5627-41aa-8112-11b38bb61b46,Sayur Lodeh Original,Vegetarian,45000,1,2022-11-11 10:21:29
ee71bf27-7765-469b-b5a2-dc2635e1bf5c,2a1fe929-5627-41aa-8112-11b38bb61b46,Pecel Spesial,Vegetarian,45000,0,2022-11-11 10:21:29
38ed2ec0-5825-4402-9795-5c12f1094477,2a1fe929-5627-41aa-8112-11b38bb61b46,Gado-Gado Spesial,Vegetarian,35000,1,2022-11-11 10:21:29
97b4585f-e7ba-46e6-81a1-4e945eec20f1,70015347-8fbe-4a48-abd2-fe7c197b7d02,Lontong Sayur Spesial,Sarapan,18000,1,2020-01-22 21:54:00
cc95f0b3-2227-468a-b865-fe4ba1f4a5a3,70015347-8fbe-4a48-abd2-fe7c197b7d02,Bubur Ayam Super,Sarapan,18000,1,2020-01-22 21:54:00
690e1165-1008-41e6-af68-be99b85a6d4a,70015347-8fbe-4a48-abd2-fe7c197b7d02,Lontong Sayur Original,Sarapan,10000,1,2020-01-22 21:54:00
1e3283ee-cd69-4fd3-913b-0152a7b3c6a8,70015347-8fbe-4a48-abd2-fe7c197b7d02,Nasi Uduk Lengkap Spesial,Sarapan,35000,1,2020-01-22 21:54:00
be6eb39d-2e50-46b8-b805-d2357db2feec,70015347-8fbe-4a48-abd2-fe7c197b7d02,Bubur Ayam Komplit,Sarapan,18000,1,2020-01-22 21:54:00
68972bcd-e4f1-4424-b626-f40872fb1a48,70015347-8fbe-4a48-abd2-fe7c197b7d02,Bubur Ayam Komplit,Sarapan,50000,1,2020-01-22 21:54:00
4ac70bf0-ac75-4bf7-894f-6ce0e8bc3d97,70015347-8fbe-4a48-abd2-fe7c197b7d02,Nasi Uduk Lengkap Spesial,Sarapan,8000,1,2020-01-22 21:54:00
887f28de-0f1b-4600-a9ff-272c3a141c8d,70015347-8fbe-4a48-abd2-fe7c197b7d02,Bubur Ayam Komplit,Sarapan,15000,1,2020-01-22 21:54:00
1cbb189c-a450-4092-abd4-101f67e4334d,70015347-8fbe-4a48-abd2-fe7c197b7d02,Nasi Uduk Lengkap Komplit,Sarapan,40000,1,2020-01-22 21:54:00
4797f2e2-3c2c-49b3-b7e2-9eb6f4b033ec,efb95ca6-b072-49b0-81d5-bb09460be96a,Fish & Chips Jumbo,Western,10000,1,2020-06-08 04:16:10
6d59197f-d271-45eb-a1f9-e52b48ab283f,efb95ca6-b072-49b0-81d5-bb09460be96a,Steak Ayam Super,Western,15000,1,2020-06-08 04:16:10
2cc2c92d-4edf-426a-a0bc-2b5d17b2c7a8,efb95ca6-b072-49b0-81d5-bb09460be96a,Steak Ayam Komplit,Western,12000,1,2020-06-08 04:16:10
813be37b-2887-46ce-822f-7756af401c17,efb95ca6-b072-49b0-81d5-bb09460be96a,BBQ Ribs Original,Western,40000,1,2020-06-08 04:16:10
68afb7fe-c2dc-432a-a411-5f100c6301e1,efb95ca6-b072-49b0-81d5-bb09460be96a,Fish & Chips Spesial,Western,8000,1,2020-06-08 04:16:10
982ac5db-6c60-4385-bb4e-cf6f0aefeafd,efb95ca6-b072-49b0-81d5-bb09460be96a,BBQ Ribs Jumbo,Western,20000,1,2020-06-08 04:16:10
f991a632-c01c-4aba-b35d-2d96373fe227,efb95ca6-b072-49b0-81d5-bb09460be96a,BBQ Ribs Komplit,Western,10000,1,2020-06-08 04:16:10
8c80ba9b-a010-4c2b-8ddd-a8c27498c147,efb95ca6-b072-49b0-81d5-bb09460be96a,Fish & Chips Jumbo,Western,30000,1,2020-06-08 04:16:10
8d753258-5a81-4e5b-b44c-63126587a508,efb95ca6-b072-49b0-81d5-bb09460be96a,BBQ Ribs Komplit,Western,45000,1,2020-06-08 04:16:10
bdd2fd99-cffd-4119-8588-7d8c18d509d0,efb95ca6-b072-49b0-81d5-bb09460be96a,Fish & Chips Komplit,Western,45000,1,2020-06-08 04:16:10
fa0f3810-5060-4312-8e8c-2ceb610261c3,efb95ca6-b072-49b0-81d5-bb09460be96a,Steak Ayam Jumbo,Western,45000,1,2020-06-08 04:16:10
435ec2ce-227b-47f4-aa87-700dab21f4ab,efb95ca6-b072-49b0-81d5-bb09460be96a,BBQ Ribs Spesial,Western,40000,0,2020-06-08 04:16:10
a92a7aab-4daa-40ed-90a2-5c657cf6aa85,52206a33-1c1f-42c0-8354-e0df2f573f73,Ayam Bakar Super,Ayam & Bebek,25000,1,2021-10-16 19:01:10
f0a5ea50-34bb-490d-a9b5-f5db6f12c27d,52206a33-1c1f-42c0-8354-e0df2f573f73,Ayam Bakar Spesial,Ayam & Bebek,40000,1,2021-10-16 19:01:10
a54a03b6-6768-433b-95af-b82e2cd67060,52206a33-1c1f-42c0-8354-e0df2f573f73,Ayam Bakar Original,Ayam & Bebek,18000,1,2021-10-16 19:01:10
7cd9a189-de02-4784-8d03-acd1bcaf0d18,52206a33-1c1f-42c0-8354-e0df2f573f73,Ayam Bakar Super,Ayam & Bebek,50000,0,2021-10-16 19:01:10
c7056a6c-ad16-42b8-825a-399a13dbbb72,52206a33-1c1f-42c0-8354-e0df2f573f73,Ayam Bakar Spesial,Ayam & Bebek,45000,1,2021-10-16 19:01:10
47c9717d-e937-43d5-9041-9da627cb5251,52206a33-1c1f-42c0-8354-e0df2f573f73,Ayam Bakar Spesial,Ayam & Bebek,18000,1,2021-10-16 19:01:10
aaaf7cab-94fb-406f-88c9-6a70f9700116,52206a33-1c1f-42c0-8354-e0df2f573f73,Ayam Bakar Super,Ayam & Bebek,18000,1,2021-10-16 19:01:10
b87a4bbb-dd51-4f01-bdb9-343a9c4bb7a4,52206a33-1c1f-42c0-8354-e0df2f573f73,Ayam Penyet Komplit,Ayam & Bebek,45000,1,2021-10-16 19:01:10
8d5a249b-e36a-4845-b276-12c0b1100105,52206a33-1c1f-42c0-8354-e0df2f573f73,Ayam Bakar Jumbo,Ayam & Bebek,35000,1,2021-10-16 19:01:10
e98e21cb-b17a-4fa7-8ea7-fd431603382e,52206a33-1c1f-42c0-8354-e0df2f573f73,Ayam Goreng Super,Ayam & Bebek,15000,0,2021-10-16 19:01:10
4b7de102-acfb-4646-8157-fa04e8c94f93,52206a33-1c1f-42c0-8354-e0df2f573f73,Bebek Goreng Komplit,Ayam & Bebek,45000,1,2021-10-16 19:01:10
f5d26cd7-94a9-4d99-b36c-68c911abdbd1,52206a33-1c1f-42c0-8354-e0df2f573f73,Sate Ayam Super,Ayam & Bebek,12000,1,2021-10-16 19:01:10
46cc0953-2bfb-454f-8f24-960a0dfc8a8e,7067b2ff-c24c-45ad-bd9a-c0f43b30077f,Salmon Roll Original,Sushi & Japanese,25000,1,2022-08-01 07:52:43
4e7f6eea-bced-45b2-b24e-631faf707e9c,7067b2ff-c24c-45ad-bd9a-c0f43b30077f,Ramen Super,Sushi & Japanese,40000,1,2022-08-01 07:52:43
faea22df-cf8e-4f1e-b1f2-11d64a718b5b,7067b2ff-c24c-45ad-bd9a-c0f43b30077f,Ramen Super,Sushi & Japanese,10000,1,2022-08-01 07:52:43
ac99be43-a464-47be-b35d-f28e68559dad,7067b2ff-c24c-45ad-bd9a-c0f43b30077f,Ramen Jumbo,Sushi & Japanese,18000,1,2022-08-01 07:52:43
2fb20612-999c-4f28-9a7e-a4cf11183d65,7067b2ff-c24c-45ad-bd9a-c0f43b30077f,Salmon Roll Spesial,Sushi & Japanese,15000,1,2022-08-01 07:52:43
11e02682-db79-4860-9bf0-354f0d678ef4,7067b2ff-c24c-45ad-bd9a-c0f43b30077f,Takoyaki Jumbo,Sushi & Japanese,30000,1,2022-08-01 07:52:43
3b44d4fa-2e54-4845-b701-c4c3ed99e4eb,5b837d3c-fab2-4b83-bacb-b57cf1d78943,Pizza Margherita Komplit,Pizza,45000,1,2020-11-12 22:14:31
a9d85631-311a-4ede-80c7-f1c9fd37d8d5,5b837d3c-fab2-4b83-bacb-b57cf1d78943,Pizza Pepperoni Jumbo,Pizza,30000,1,2020-11-12 22:14:31
bd6afebd-bbbc-4305-b63c-85a2e474fe1c,5b837d3c-fab2-4b83-bacb-b57cf1d78943,Pizza Pepperoni Komplit,Pizza,8000,0,2020-11-12 22:14:31
43736a62-1107-427b-a0ee-a758faef5a29,5b837d3c-fab2-4b83-bacb-b57cf1d78943,Pizza Veggie Super,Pizza,35000,0,2020-11-12 22:14:31
036c3f90-6bb0-4549-a72b-31adc9db7776,5b837d3c-fab2-4b83-bacb-b57cf1d78943,Pizza Veggie Super,Pizza,10000,1,2020-11-12 22:14:31
11915dc6-27d2-4354-a159-9b40396875a0,5b837d3c-fab2-4b83-bacb-b57cf1d78943,Pizza Margherita Komplit,Pizza,50000,1,2020-11-12 22:14:31
a7f7e1ef-da07-4b28-9099-40f1e2e89ddd,5b837d3c-fab2-4b83-bacb-b57cf1d78943,Pizza Veggie Original,Pizza,18000,1,2020-11-12 22:14:31
9e5fe3b6-0b2d-4b65-a1ba-f8da9a1094e4,5b837d3c-fab2-4b83-bacb-b57cf1d78943,Pizza Pepperoni Spesial,Pizza,12000,0,2020-11-12 22:14:31
213787a1-ab52-4285-82d8-a306f8d28c43,5b837d3c-fab2-4b83-bacb-b57cf1d78943,Pizza Margherita Super,Pizza,25000,1,2020-11-12 22:14:31
1171c852-9c0b-4971-a1fa-d70498014186,766ee93b-ce6f-4bd3-8f25-5c82f0ce6d67,Bakso Sapi Spesial,Bakso & Soto,20000,0,2022-11-09 03:56:34
dd238e25-69f9-4089-a01d-f9143c5c4d2a,766ee93b-ce6f-4bd3-8f25-5c82f0ce6d67,Bakso Urat Komplit,Bakso & Soto,20000,1,2022-11-09 03:56:34
6dc8aa8b-2bef-4a8e-bcaa-3401b5d86e57,766ee93b-ce6f-4bd3-8f25-5c82f0ce6d67,Bakso Sapi Jumbo,Bakso & Soto,8000,0,2022-11-09 03:56:34
4fe5e07b-1ed2-43dc-b0f8-e473b4aa540a,766ee93b-ce6f-4bd3-8f25-5c82f0ce6d67,Bakso Sapi Original,Bakso & Soto,20000,1,2022-11-09 03:56:34
33ad94ce-f9e7-47c9-aa97-0eeca2bffa9a,766ee93b-ce6f-4bd3-8f25-5c82f0ce6d67,Soto Betawi Jumbo,Bakso & Soto,10000,1,2022-11-09 03:56:34
5471b1a6-5453-4463-9bc3-0fd804e7a4c8,766ee93b-ce6f-4bd3-8f25-5c82f0ce6d67,Soto Betawi Spesial,Bakso & Soto,20000,0,2022-11-09 03:56:34
4c6e5de5-264c-454a-a63e-7207e61f5951,766ee93b-ce6f-4bd3-8f25-5c82f0ce6d67,Soto Ayam Jumbo,Bakso & Soto,30000,1,2022-11-09 03:56:34
a410a171-5298-4327-87c1-23e963e11f14,766ee93b-ce6f-4bd3-8f25-5c82f0ce6d67,Soto Betawi Komplit,Bakso & Soto,40000,1,2022-11-09 03:56:34
0ace5d19-1d91-48d6-968c-7f830757fb33,766ee93b-ce6f-4bd3-8f25-5c82f0ce6d67,Bakso Urat Super,Bakso & Soto,40000,1,2022-11-09 03:56:34
bb2c1ff6-fea6-4621-91f6-f41ccaea4cbd,c0e4709a-3ebd-4bdb-b508-7fa670cb36a3,Bakso Urat Komplit,Bakso & Soto,18000,1,2020-03-07 22:28:21
55fdb3f1-cc29-4fec-90e8-f2fb0b89ed98,c0e4709a-3ebd-4bdb-b508-7fa670cb36a3,Bakso Urat Komplit,Bakso & Soto,35000,1,2020-03-07 22:28:21
16961b4e-60bb-473b-81be-578518a45375,c0e4709a-3ebd-4bdb-b508-7fa670cb36a3,Bakso Urat Spesial,Bakso & Soto,40000,1,2020-03-07 22:28:21
cf890551-4820-4f53-bdc5-4ea370d260db,c0e4709a-3ebd-4bdb-b508-7fa670cb36a3,Soto Betawi Jumbo,Bakso & Soto,30000,1,2020-03-07 22:28:21
df250431-9243-47b3-9ef6-fd941c725071,c0e4709a-3ebd-4bdb-b508-7fa670cb36a3,Bakso Urat Spesial,Bakso & Soto,8000,1,2020-03-07 22:28:21
ce2664ff-88ce-4921-b308-e0a07a9dc5c0,c0e4709a-3ebd-4bdb-b508-7fa670cb36a3,Bakso Sapi Jumbo,Bakso & Soto,20000,1,2020-03-07 22:28:21
3fb0413d-f1e4-4ab2-999c-73d8747f834c,c0e4709a-3ebd-4bdb-b508-7fa670cb36a3,Bakso Sapi Original,Bakso & Soto,25000,1,2020-03-07 22:28:21
314e9970-6efc-41e0-aff1-e882bc4458e3,c0e4709a-3ebd-4bdb-b508-7fa670cb36a3,Soto Ayam Jumbo,Bakso & Soto,35000,1,2020-03-07 22:28:21
bf4dc83b-7da2-4471-b60c-d5cc3d755842,c0e4709a-3ebd-4bdb-b508-7fa670cb36a3,Bakso Urat Original,Bakso & Soto,18000,1,2020-03-07 22:28:21
7ae87f9c-949f-4277-9290-9f505fde3b02,e1e20a70-eed5-45ce-97b6-2aab4a7a6857,Sayur Lodeh Super,Vegetarian,20000,1,2020-12-07 21:12:03
8fe1c154-ce9b-4d05-8e43-4ecb9a488e4b,e1e20a70-eed5-45ce-97b6-2aab4a7a6857,Gado-Gado Jumbo,Vegetarian,30000,1,2020-12-07 21:12:03
9177a13d-d217-48d9-b34f-d82fc753305e,e1e20a70-eed5-45ce-97b6-2aab4a7a6857,Pecel Jumbo,Vegetarian,20000,1,2020-12-07 21:12:03
161f9eab-3a72-420a-911f-9ee2b1067eff,e1e20a70-eed5-45ce-97b6-2aab4a7a6857,Sayur Lodeh Original,Vegetarian,50000,1,2020-12-07 21:12:03
c5aa6c7f-ea60-4646-b796-1f91c97432ea,e1e20a70-eed5-45ce-97b6-2aab4a7a6857,Pecel Spesial,Vegetarian,40000,1,2020-12-07 21:12:03
6c3d226c-2093-4fb5-8bc8-50ce8a39b825,e1e20a70-eed5-45ce-97b6-2aab4a7a6857,Sayur Lodeh Original,Vegetarian,20000,1,2020-12-07 21:12:03
b1f3b67f-2621-4203-863d-064769349421,e1e20a70-eed5-45ce-97b6-2aab4a7a6857,Gado-Gado Komplit,Vegetarian,35000,1,2020-12-07 21:12:03
fb6392b1-1394-46a4-a91a-4637e6eafe6b,e1e20a70-eed5-45ce-97b6-2aab4a7a6857,Gado-Gado Spesial,Vegetarian,30000,1,2020-12-07 21:12:03
2c3a2bbb-61bc-4c72-8d00-24a258bc186e,e1e20a70-eed5-45ce-97b6-2aab4a7a6857,Sayur Lodeh Original,Vegetarian,12000,1,2020-12-07 21:12:03
34b2de90-992a-4d5c-ae46-9f30988773ed,ed047a8d-51cd-49e5-b929-c7a146f256d7,Nasi Uduk Komplit,Nasi & Lauk,40000,1,2022-05-13 00:19:23
b13e086f-2820-4f91-abc6-11e46d8cde5c,ed047a8d-51cd-49e5-b929-c7a146f256d7,Nasi Liwet Original,Nasi & Lauk,12000,0,2022-05-13 00:19:23
376e4332-e69e-4537-8fa6-c3f2c884634a,ed047a8d-51cd-49e5-b929-c7a146f256d7,Nasi Liwet Komplit,Nasi & Lauk,8000,1,2022-05-13 00:19:23
ca4d69b3-bf0c-4853-9df1-57d8e5b37c4e,ed047a8d-51cd-49e5-b929-c7a146f256d7,Nasi Kuning Original,Nasi & Lauk,8000,1,2022-05-13 00:19:23
5dc2f1e1-3542-4b6b-acaf-34216723e615,ed047a8d-51cd-49e5-b929-c7a146f256d7,Nasi Liwet Jumbo,Nasi & Lauk,45000,0,2022-05-13 00:19:23
0b17fcab-5ae4-4867-ae3b-9e540cc608b5,ed047a8d-51cd-49e5-b929-c7a146f256d7,Nasi Kuning Spesial,Nasi & Lauk,25000,1,2022-05-13 00:19:23
d51b615b-bcfd-45ca-a104-b7676849134c,ed047a8d-51cd-49e5-b929-c7a146f256d7,Nasi Uduk Jumbo,Nasi & Lauk,45000,1,2022-05-13 00:19:23
f477adad-d2fa-41de-9489-d8443668dbc6,ed047a8d-51cd-49e5-b929-c7a146f256d7,Nasi Goreng Original,Nasi & Lauk,50000,1,2022-05-13 00:19:23
73ba3bbd-4310-48ef-b14f-a4004d78f258,ed047a8d-51cd-49e5-b929-c7a146f256d7,Nasi Kuning Spesial,Nasi & Lauk,12000,1,2022-05-13 00:19:23
8cb2a512-7cbf-4ddf-af92-518e8fe2ffea,ed047a8d-51cd-49e5-b929-c7a146f256d7,Nasi Goreng Jumbo,Nasi & Lauk,40000,1,2022-05-13 00:19:23
ac016d0f-4286-4608-8117-f7c6d4670b25,ed047a8d-51cd-49e5-b929-c7a146f256d7,Nasi Liwet Komplit,Nasi & Lauk,15000,1,2022-05-13 00:19:23
f01244e8-71a0-4ec2-92c2-56b0afc5cf46,ed047a8d-51cd-49e5-b929-c7a146f256d7,Nasi Goreng Super,Nasi & Lauk,25000,1,2022-05-13 00:19:23
1aa83a8c-b32f-4d48-b08b-3250d937c5bc,b35c5f74-5161-477c-a87e-e49aea28c2fd,Kwetiau Komplit,Mie & Pasta,45000,0,2022-05-24 03:25:59
f464b5a8-1bc1-4aaa-a39c-36ce11e37675,b35c5f74-5161-477c-a87e-e49aea28c2fd,Bihun Goreng Spesial,Mie & Pasta,8000,1,2022-05-24 03:25:59
32da5ccb-dc15-45b3-88e8-6a5d9f5ba708,b35c5f74-5161-477c-a87e-e49aea28c2fd,Bihun Goreng Komplit,Mie & Pasta,20000,1,2022-05-24 03:25:59
fdb6fbd0-32bf-450b-918b-60b798bd1e3a,b35c5f74-5161-477c-a87e-e49aea28c2fd,Mie Goreng Original,Mie & Pasta,25000,1,2022-05-24 03:25:59
92f86966-869d-4070-be53-729e449b8cef,b35c5f74-5161-477c-a87e-e49aea28c2fd,Mie Goreng Super,Mie & Pasta,45000,1,2022-05-24 03:25:59
1d02c3d2-d721-4865-aef6-b16fd1fae6e4,b35c5f74-5161-477c-a87e-e49aea28c2fd,Spaghetti Super,Mie & Pasta,40000,1,2022-05-24 03:25:59
18207133-0831-4ea9-8004-bf2a611dcdb1,b35c5f74-5161-477c-a87e-e49aea28c2fd,Mie Goreng Original,Mie & Pasta,25000,0,2022-05-24 03:25:59
4eedbabe-a900-4e9b-8375-5ce1ef3b8676,b35c5f74-5161-477c-a87e-e49aea28c2fd,Bihun Goreng Original,Mie & Pasta,40000,1,2022-05-24 03:25:59
e1fc63da-f444-4f3b-8835-e68b22cd9cd9,b35c5f74-5161-477c-a87e-e49aea28c2fd,Bihun Goreng Jumbo,Mie & Pasta,25000,1,2022-05-24 03:25:59
722ff4ea-ccef-4d85-a109-bc199ed04a1c,5701303b-a28c-450c-ab35-b3fe3d7f4441,Japchae Super,Korean Food,18000,1,2021-08-10 12:34:06
f6f28eef-ce2f-40fb-bc73-8413c8dc3261,5701303b-a28c-450c-ab35-b3fe3d7f4441,Japchae Spesial,Korean Food,25000,1,2021-08-10 12:34:06
9869c745-0ad4-4bd3-b0ce-9068f4f9fa27,5701303b-a28c-450c-ab35-b3fe3d7f4441,Japchae Super,Korean Food,20000,0,2021-08-10 12:34:06
3570b905-f361-4248-8357-c28a709857ac,5701303b-a28c-450c-ab35-b3fe3d7f4441,Japchae Original,Korean Food,8000,0,2021-08-10 12:34:06
5d11829f-92ea-4ff2-8911-7d253ed3475c,5701303b-a28c-450c-ab35-b3fe3d7f4441,Tteokbokki Komplit,Korean Food,25000,1,2021-08-10 12:34:06
e3011797-f193-46ef-a55e-5d440958edde,5701303b-a28c-450c-ab35-b3fe3d7f4441,Korean Fried Chicken Jumbo,Korean Food,25000,1,2021-08-10 12:34:06
2125d8bd-6b53-49c8-9118-3854d81cd8a8,5701303b-a28c-450c-ab35-b3fe3d7f4441,Japchae Spesial,Korean Food,10000,1,2021-08-10 12:34:06
ab6ba8ed-221e-4f48-b05a-cf49fd533df8,5701303b-a28c-450c-ab35-b3fe3d7f4441,Japchae Jumbo,Korean Food,25000,0,2021-08-10 12:34:06
e4c4fc2d-b2cb-41ef-9f6d-7a54bda7a01c,5701303b-a28c-450c-ab35-b3fe3d7f4441,Japchae Jumbo,Korean Food,15000,1,2021-08-10 12:34:06
f1a4252d-4f11-4021-85e5-448fdb4e96d3,eeba894d-89c5-441e-98ae-e27326719df8,Ramen Komplit,Sushi & Japanese,15000,1,2022-03-08 16:32:51
86c4c6bc-46bd-4f44-ba0f-697f3a8bc275,eeba894d-89c5-441e-98ae-e27326719df8,Takoyaki Komplit,Sushi & Japanese,25000,1,2022-03-08 16:32:51
94904b88-b676-403f-bd1e-e8f4eeb4bc1d,eeba894d-89c5-441e-98ae-e27326719df8,Takoyaki Spesial,Sushi & Japanese,20000,0,2022-03-08 16:32:51
71a22f29-b955-49fc-bf3c-7a5ba2ff1f8c,eeba894d-89c5-441e-98ae-e27326719df8,Tuna Nigiri Jumbo,Sushi & Japanese,15000,0,2022-03-08 16:32:51
3dae8bae-962e-4b31-bba4-7a9498b3b377,eeba894d-89c5-441e-98ae-e27326719df8,Takoyaki Super,Sushi & Japanese,30000,1,2022-03-08 16:32:51
99d66df0-211a-4eaa-a549-9d020707bcbc,eeba894d-89c5-441e-98ae-e27326719df8,Salmon Roll Super,Sushi & Japanese,50000,1,2022-03-08 16:32:51
855d570c-112c-4e19-9bbe-15a030c2cdc9,eeba894d-89c5-441e-98ae-e27326719df8,Tuna Nigiri Komplit,Sushi & Japanese,25000,1,2022-03-08 16:32:51
cf082e8d-58fc-4ec2-ac25-5ec2f65b200e,eeba894d-89c5-441e-98ae-e27326719df8,Salmon Roll Spesial,Sushi & Japanese,30000,0,2022-03-08 16:32:51
6cac3ec1-0051-4ab4-8205-eaa8a725dad6,b85ce204-f93d-48d4-b396-4d8c87f4eb97,Fish & Chips Spesial,Western,20000,1,2020-05-16 02:21:43
41ab2393-fff9-4d08-8ec3-a7d3c0701bf9,b85ce204-f93d-48d4-b396-4d8c87f4eb97,Fish & Chips Original,Western,8000,1,2020-05-16 02:21:43
a4028940-b246-43b1-8825-f665f6e469a3,b85ce204-f93d-48d4-b396-4d8c87f4eb97,Fish & Chips Jumbo,Western,50000,1,2020-05-16 02:21:43
cef0c402-8f8c-4975-b2c6-d3e8cbeb8156,b85ce204-f93d-48d4-b396-4d8c87f4eb97,Fish & Chips Original,Western,18000,1,2020-05-16 02:21:43
9c048347-51c1-45f3-8886-f0afb09aa11c,b85ce204-f93d-48d4-b396-4d8c87f4eb97,BBQ Ribs Super,Western,10000,1,2020-05-16 02:21:43
503150ba-6f3a-4d2b-902f-a6eb52426423,b85ce204-f93d-48d4-b396-4d8c87f4eb97,Fish & Chips Original,Western,35000,0,2020-05-16 02:21:43
3ad3150e-7315-4c59-a10c-32c458e67122,b85ce204-f93d-48d4-b396-4d8c87f4eb97,Fish & Chips Spesial,Western,35000,1,2020-05-16 02:21:43
57930b24-afea-40e9-a03b-00d8960bec35,b85ce204-f93d-48d4-b396-4d8c87f4eb97,Fish & Chips Super,Western,18000,0,2020-05-16 02:21:43
051b1041-e215-49f3-901b-e3cbd705bc28,b85ce204-f93d-48d4-b396-4d8c87f4eb97,Steak Ayam Komplit,Western,25000,1,2020-05-16 02:21:43
c0223138-0cee-4afd-8800-f6d4bc8925be,b85ce204-f93d-48d4-b396-4d8c87f4eb97,BBQ Ribs Komplit,Western,18000,1,2020-05-16 02:21:43
062de648-8c1b-46eb-9004-83c8448b4c51,b85ce204-f93d-48d4-b396-4d8c87f4eb97,BBQ Ribs Super,Western,25000,1,2020-05-16 02:21:43
6742cfc6-132c-435c-b901-409c9fb20929,79215dc0-fbf4-4d43-a582-df087fb2fa40,Kwetiau Spesial,Mie & Pasta,40000,1,2022-10-08 22:35:15
