order_id,user_id,driver_id,merchant_id,city,status,payment_method,subtotal,delivery_fee,discount,total_amount,distance_km,order_time,delivered_time,delivery_lat,delivery_lon,delivery_area,pickup_lat,pickup_lon,pickup_area
bf3a85f2-62fe-4e54-bdbb-d39e92c3faec,6bbe2a54-b3eb-49e6-a9b8-2ce455d02636,bbf16c10-8c99-4acf-a698-89835a05486b,463a82f9-5b99-42fb-82db-8dc32cc414d4,medan,delivered,GoPay,260700,22000,0,282700,8.08,2023-01-26 16:02:00,2023-01-26 16:55:00,3.612015,98.726474,Medan Timur,3.561845,98.673813,Medan Barat
fc5dbcb0-b6a1-45fa-8c47-741f3f84849e,f66235d8-a0d4-4c90-8e1c-ad8489b62855,e7158ae5-195c-44fb-8b7d-2dcd3fffa5b5,ad5218f9-928a-47f3-a0c2-468a86793dfb,jakarta,delivered,Cash,250000,6000,0,256000,1.55,2024-09-26 13:15:17,2024-09-26 13:35:17,-6.136102,106.792539,Jakarta Timur,-6.137414,106.806458,Jakarta Barat
0709df16-4643-4e2a-b0c2-358bfff2bfe1,6e904067-625f-44f0-abc7-2d161060f25d,e939626a-7dd4-40ab-8540-066a89a804e6,52e38a53-cf96-466b-a36d-82a86d12fd85,medan,delivered,OVO,400500,15500,0,416000,5.43,2024-03-09 14:39:33,2024-03-09 15:27:33,3.581418,98.714112,Medan Kota,3.628781,98.702016,Medan Timur
9301fc6a-20db-4800-92cb-357906079ede,74fe3dd2-0aa6-44ad-b67b-d0ac9bfa0f97,11a7f18f-73a6-45d0-b854-f2dce0d07c22,ce4c5f77-0503-483d-9545-7f8499890885,medan,cancelled_by_driver,Cash,357000,13500,2000,368500,4.57,2024-11-17 23:46:44,,3.596189,98.661472,Medan Barat,3.555637,98.654979,Medan Barat
216db082-4470-429e-adee-c06c6d184ddd,4d3c05a3-ee84-4515-befb-9e3e057a1d13,089e652c-53fe-4ebb-867c-2ad84205e3d0,d322e8f1-784c-4772-a2b9-a409de435432,jakarta,cancelled_by_driver,BCA Virtual Account,1718400,13500,0,1731900,4.62,2023-03-19 12:17:10,,-6.138321,106.816147,Jakarta Barat,-6.147997,106.856759,Jakarta Pusat
f3e54285-739b-49a5-b451-60b1c3015b71,cd610a08-4edb-4c18-94ff-6deea776190e,b2bc1bcc-684b-44a3-ab13-65af82391a3e,25eb4fc2-b0ab-4bd3-bc28-b2673be94690,surabaya,delivered,DANA,114000,8500,0,122500,2.58,2023-08-20 20:12:01,2023-08-20 20:38:01,-7.239069,112.755757,Surabaya Timur,-7.240597,112.732387,Surabaya Pusat
3ebecb7d-2e17-4be2-a476-8c161454606b,615260b6-618b-40a8-8897-cb790f5ec69d,11776f80-ce25-4b79-aeab-ab414104af74,57da5428-3f95-479e-b923-642b39d94bdd,surabaya,delivered,DANA,213000,14000,0,227000,4.86,2024-04-17 12:00:41,2024-04-17 12:40:41,-7.233022,112.742739,Surabaya Pusat,-7.258734,112.707161,Surabaya Barat
a947309c-14c5-4eef-ba17-1bde4c821790,6922e5e8-c848-4d25-a7f2-eeb1fa462309,8e8373be-7622-48a2-ab2f-f66810234595,955083f3-5bb5-4b72-b5eb-172fc44501d7,medan,cancelled_by_driver,Cash,28500,13000,0,41500,4.37,2024-04-20 19:59:24,,3.608864,98.672208,Medan Kota,3.606549,98.711483,Medan Timur
626cb8eb-65a6-488f-829d-9c12fd9b6ce3,78caf906-6863-40b1-b8a0-c152b11a46ba,66a4382e-520c-499f-8b72-1f34e8e602fa,ebf1678a-9e0a-47fb-a5f3-e887195fc010,surabaya,delivered,Mandiri Virtual Account,34000,18500,0,52500,6.69,2024-02-08 20:16:25,2024-02-08 21:15:25,-7.251464,112.733005,Surabaya Pusat,-7.290527,112.686833,Surabaya Barat
de88e35f-0b25-4c0f-8dda-1296a1dfd76d,6411f235-6df1-4c92-a4c7-957388b6534e,bef940d6-2ed2-4101-8264-92cedfbd022a,e86eb92b-9fa6-4bd7-b86e-5cd654f25a9c,jakarta,delivered,DANA,226000,12500,0,238500,4.25,2024-04-16 20:04:45,2024-04-16 20:33:45,-6.153324,106.80946,Jakarta Barat,-6.121715,106.831086,Jakarta Utara
da540195-2077-406a-9302-3b5999f2f860,4f050ad3-f676-4562-9437-69944b9682d2,9933c926-ec29-45bf-94f5-ff5083c78ef4,0b7da287-7365-46b8-ba5f-db2a33362f0c,jakarta,delivered,DANA,62000,25000,0,87000,9.33,2024-01-07 21:47:26,2024-01-07 22:15:26,-6.181214,106.808866,Jakarta Selatan,-6.119717,106.866271,Jakarta Utara
101baeb5-df30-41cb-b6a8-dd9f10f219d5,ed5308dc-72cf-4ace-bcac-8067f3898ada,f24b1f4c-98bc-465e-b009-a7db7c2604c5,456efef9-0a8c-4e36-97a0-b96ad6bd8d68,medan,delivered,DANA,718000,15500,5000,728500,5.49,2024-06-29 22:10:29,2024-06-29 22:45:29,3.560561,98.663868,Medan Kota,3.587628,98.705283,Medan Timur
53b230ee-5cde-4934-bdef-ada49daf681e,f90a5dad-96c9-4efc-8a62-130759bec6d3,5ea7bbc0-b3de-4f8f-ba7f-6e50fa58d9d9,1c734bc9-4c8d-4705-9d95-2d97901397f9,medan,delivered,OVO,94500,11500,2000,104000,3.82,2023-08-09 12:28:27,2023-08-09 13:18:27,3.582305,98.677087,Medan Kota,3.616418,98.673255,Medan Kota
a90ed3fc-050d-4480-9a42-f9a1f3fc2ddb,6275ebac-1f35-4d9b-ab3e-372414543380,121562b6-d611-4656-b281-b0f07f4c33ad,bc298a56-371f-4b31-9f02-bfd526b88476,medan,delivered,BCA Virtual Account,257000,25000,0,282000,12.86,2023-01-06 18:58:20,2023-01-06 19:42:20,3.563288,98.636251,Medan Barat,3.62207,98.736059,Medan Timur
42d5fa17-2336-4110-99b5-aed4ae6367ff,240b9985-9ae0-4213-8645-48d78d319018,aefe507a-a9ef-4e00-874c-0a40ef54d660,82e85663-5ee6-43cf-ab99-369549e7766d,surabaya,delivered,Mandiri Virtual Account,122000,25000,0,147000,9.12,2024-07-30 13:58:32,2024-07-30 14:55:32,-7.29396,112.770455,Surabaya Timur,-7.2898,112.687882,Surabaya Barat
7920ccdf-bd29-420f-9866-d3b0a4569a68,14a448af-334d-4274-ace7-f3dc201d10fe,675a857e-4461-4137-8cf6-7fe76c45881a,4be313f2-a50d-4cf1-80ec-57c01f322d09,surabaya,delivered,DANA,75000,4000,5000,74000,0.78,2024-12-25 10:33:57,2024-12-25 10:50:57,-7.261279,112.736965,Surabaya Pusat,-7.254454,112.735426,Surabaya Pusat
38419f41-bfe4-4d87-866b-b5fcf8f94cad,7d0f36e3-d587-49aa-9e1a-653d8a788966,0d3e5e41-17c5-4475-ac90-37a1f277e077,6311cda7-1eb0-4d3d-8cf9-a285b196c80d,surabaya,cancelled_by_driver,DANA,144000,22000,5000,161000,7.97,2023-01-07 13:48:39,,-7.287934,112.693947,Surabaya Barat,-7.237126,112.74485,Surabaya Pusat
1755d550-f133-491c-84c8-128f080a022f,325125c7-87db-44a5-a2a9-bbf8fb9dab7b,b58f38c8-b70a-472f-ae5a-b23dc76f7726,b94cd11e-13f0-4771-997d-fdb4c6fb36f0,medan,delivered,GoPay,50000,25000,0,75000,12.12,2023-11-24 18:44:13,2023-11-24 19:28:13,3.640145,98.749746,Medan Timur,3.556111,98.680169,Medan Kota
21876269-a85c-4945-847f-06a2d397e934,d3a4240b-f9ba-4b82-9360-9a4d47770c00,683695d9-564a-4d44-bca7-b717fd240887,154843c2-d2a7-4eeb-bd3f-e1aed41ee2b2,surabaya,delivered,BCA Virtual Account,137900,4500,5000,137400,1.06,2024-02-28 19:29:47,2024-02-28 20:16:47,-7.250896,112.744648,Surabaya Pusat,-7.241484,112.743417,Surabaya Pusat
e583258e-5ef5-45b8-ac4f-3dbbd59a0195,2ba33f48-14ca-473f-a03f-ad25b785e9ab,dd7931ae-88c0-4e0f-ac94-422566a2a899,8b7cc1a3-7f8a-48ed-9933-a41564828303,surabaya,cancelled_by_customer,GoPay,39000,15000,0,54000,5.28,2023-08-29 20:39:13,,-7.216808,112.792793,Surabaya Timur,-7.246365,112.75537,Surabaya Timur
dbb6fd07-ba02-40f0-9575-d4f0def61c9c,f92872b8-c497-49ed-a458-a5a30f81faf0,365c40a2-f0f7-4f05-b534-02a9df80672c,bdd7f9c4-3369-4900-bb01-1f1c251ab5b3,jakarta,cancelled_by_driver,DANA,460000,14000,5000,469000,4.79,2023-06-18 22:19:38,,-6.162921,106.892145,Jakarta Timur,-6.145629,106.852498,Jakarta Pusat
96e71932-996f-4546-845a-0c99edd985d6,2a09bcf7-64a1-4bfa-9f4a-b2a42d9dc981,19a15bb9-6a63-4c8b-95f5-eec14c4daf65,525c989f-f4d4-4477-b639-76ec04357922,surabaya,delivered,Mandiri Virtual Account,148000,25000,0,173000,9.41,2023-09-30 20:32:34,2023-09-30 21:25:34,-7.290307,112.678711,Surabaya Barat,-7.259024,112.758019,Surabaya Timur
422ffcf1-7760-4439-8da6-53a27f49b5fb,01530699-fbf5-4e19-85d4-151a01ecfbf4,9c0f4c47-b98f-443b-943f-fab2e9e7c0cf,a2a9758b-003b-487f-8a3a-e73a94f59022,jakarta,cancelled_by_driver,OVO,90900,25000,0,115900,9.97,2024-07-22 22:33:57,,-6.165146,106.850329,Jakarta Pusat,-6.179211,106.761229,Jakarta Barat
fe9639b1-a7bc-4415-b900-5749362bd058,67c37847-b10a-47dd-8cdd-007e2dfabc55,7c5bf203-9442-478f-bb91-b7cc8c8a83b5,3dc9ddeb-aa55-44f3-9158-aacb33b47190,surabaya,delivered,OVO,61500,11000,0,72500,3.64,2024-11-11 20:14:00,2024-11-11 20:31:00,-7.293619,112.650881,Surabaya Barat,-7.261648,112.657969,Surabaya Barat
c2ec13a3-9b7b-4fb9-b277-5a7f7b62364c,6e42a969-6d07-4510-8b42-5911b9788d3c,60b7ecdd-6a89-4038-98e3-e776ce884eda,01cf889c-39df-4aa2-8447-ac52d04999a8,medan,delivered,GoPay,279500,10000,0,289500,3.28,2023-01-16 12:26:37,2023-01-16 12:57:37,3.568331,98.678488,Medan Kota,3.592099,98.66097,Medan Barat
b5335f4c-af64-435d-bf5c-66e45fa29620,c9f3af27-25d7-44a0-a51f-eae02450d79d,6eb569ec-8308-48d9-b81f-623897592a37,94e18e4e-81e1-410a-982f-3368e49bb8e4,jakarta,delivered,Cash,24000,19000,2000,41000,6.76,2024-04-15 13:40:39,2024-04-15 14:16:39,-6.162992,106.949629,Jakarta Timur,-6.133885,106.895915,Jakarta Utara
0df34749-e580-40d7-9a26-f1f15cd9fe6f,7ff82e31-5e70-407c-97d1-0aee4f854600,47f959a3-ec78-48fd-93a6-b6a22958a971,1cc4fac3-8b1a-4834-958f-2339effaf679,jakarta,delivered,GoPay,55500,4000,0,59500,0.75,2023-08-21 19:06:38,2023-08-21 20:00:38,-6.123594,106.829254,Jakarta Selatan,-6.122163,106.835916,Jakarta Utara
fd18852c-1f33-4d36-991c-df95f2a329e8,927296a8-9200-431f-bffc-6a504c834017,ae2757c5-0985-413f-b048-d8a8d656cd2a,7ad7d1ad-6166-438f-8c60-e0e2ec496e74,medan,cancelled_by_driver,Mandiri Virtual Account,240400,8500,0,248900,2.67,2023-09-14 20:34:42,,3.605773,98.680473,Medan Kota,3.582295,98.675397,Medan Barat
89022ef9-72af-48ed-8863-8b4db08c7f09,c5d524db-7c7f-4050-9016-fc5e7f168b64,aa6fafff-c203-4a1f-a297-1eff304409a4,07fb5fc4-4cda-46d7-92f0-07f22e83071b,medan,delivered,OVO,37500,13500,0,51000,4.53,2024-10-16 18:40:15,2024-10-16 19:06:15,3.568883,98.705696,Medan Kota,3.582799,98.667367,Medan Barat
a3a556c5-13e1-4a9d-be90-20f5cf0b7f00,f2d5cccd-d2ac-4852-8b7c-93bc651a6ed7,0dbb9e2f-3a37-44a7-a234-d2fb1692413a,49efdedb-d3f0-4a25-9afb-f544568becaf,surabaya,delivered,DANA,160920,23500,0,184420,8.66,2023-01-12 13:49:57,2023-01-12 14:17:57,-7.231325,112.737186,Surabaya Pusat,-7.266914,112.6674,Surabaya Barat
dd931e7c-3bca-4865-9261-2fcc615e3117,ea8b89e8-4bc4-41f4-b83f-820711295df2,4650b15a-2b09-4e44-992d-0b02471431ea,b94cd11e-13f0-4771-997d-fdb4c6fb36f0,medan,cancelled_by_driver,Mandiri Virtual Account,234000,12000,10000,236000,3.95,2024-02-12 12:18:22,,3.591222,98.674846,Medan Barat,3.556111,98.680169,Medan Kota
c905ac0e-5f71-4db3-92cd-2f7fb22688bd,ed91daaf-686b-4214-97c9-eaca109de70b,7f17ee8c-6d7f-4e1b-b689-5616bef4ec30,7d4b6fb4-9c2a-489f-aa2f-f4f0a17204ec,medan,delivered,OVO,397000,7000,0,404000,1.97,2023-10-28 21:53:14,2023-10-28 22:13:14,3.563034,98.689376,Medan Kota,3.550814,98.676472,Medan Barat
0e0ca314-988e-4693-bd8e-d9bcba37e43f,7866ffd9-e025-474b-ba73-f010d01672ca,5fb9625d-eb9a-429e-a875-f9a06bcb8ffe,c5dec5ff-48b4-403a-9e70-3d1a855fe486,jakarta,delivered,DANA,101000,22500,10000,113500,8.16,2023-12-15 13:15:03,2023-12-15 13:36:03,-6.142987,106.825232,Jakarta Pusat,-6.214326,106.80794,Jakarta Selatan
d73c47b6-fd34-42b0-9737-40f440c58759,c8181817-9996-4f4c-82c2-72b545c7071e,6e5d7bbb-a6dc-49a4-9db1-d5b974735069,38822187-66bb-4d95-be41-06be8fa06ae4,jakarta,delivered,BCA Virtual Account,51000,22500,0,73500,8.17,2024-12-24 13:53:26,2024-12-24 14:18:26,-6.152148,106.828606,Jakarta Pusat,-6.109789,106.888987,Jakarta Utara
a2f6ae8f-a142-42d2-a35a-417419b6c8bc,91f33aab-d9fe-434d-aa69-ba891084a7d7,d14f8b41-9f22-4644-bd81-a63209c89902,fe249dd4-ec27-4dba-a4bd-355a9468b154,surabaya,cancelled_by_driver,Cash,725000,25000,0,750000,10.61,2023-06-30 19:02:16,,-7.270961,112.798502,Surabaya Timur,-7.258987,112.703091,Surabaya Barat
e8962c4d-aa6e-4c55-a3fc-ff146676398e,1b544f25-bf87-47f7-8867-f85977601f1d,978aa817-9229-48c1-83fa-ee4fb1ceee9b,5ce748ac-baac-41cf-ab25-8f3664a50631,jakarta,delivered,Mandiri Virtual Account,153920,5000,2000,156920,1.24,2023-01-25 12:43:21,2023-01-25 13:02:21,-6.120759,106.894283,Jakarta Selatan,-6.124759,106.883855,Jakarta Utara
dcab25b6-28f7-4b3b-b55e-efc4ed23ab2e,7b92646b-3fd6-4268-9df1-d509d43fa3d9,f416cd3f-d305-4ceb-8252-dbdc2dc938da,8fbc3dfe-7cd3-48d7-b115-118c06121a71,surabaya,delivered,Mandiri Virtual Account,83000,12000,10000,85000,4.0,2023-11-08 20:34:20,2023-11-08 20:50:20,-7.272791,112.656597,Surabaya Barat,-7.298754,112.681758,Surabaya Barat
67720a5d-5f30-438d-b7b4-d22a0972f908,7df2502d-b76b-4d00-9c14-83f3eb0cbe37,293ca9d8-c8cd-4189-bcb2-8e9e3a5a1cc0,512dc4d6-53c2-4103-8d71-45752e77bebb,surabaya,cancelled_by_driver,Mandiri Virtual Account,19500,25000,0,44500,9.79,2024-08-19 19:56:10,,-7.272046,112.711239,Surabaya Barat,-7.231451,112.789977,Surabaya Timur
3e4b00ee-3b7e-4028-ad96-69ccb5ca306a,63055677-3bf2-4ca9-99f4-69aca2e88ab3,56bdb925-374e-4962-89d0-86378724a1a1,8c727182-ac35-4fb3-b2d3-9bea29c9d765,surabaya,cancelled_by_driver,DANA,40000,7500,2000,45500,2.12,2024-06-28 20:46:21,,-7.223921,112.799603,Surabaya Timur,-7.239661,112.788807,Surabaya Timur
3a432ea7-eb3a-4034-a418-3333030f232e,1d7c3d83-d59e-49c0-b5da-59443adf3252,74bb32c0-73f5-4794-9270-c8f622de1ab5,c0a0336e-a1d2-4c39-bd53-0a51009c169c,jakarta,cancelled_by_customer,OVO,72000,4000,0,76000,0.74,2023-06-26 19:47:40,,-6.189053,106.956846,Jakarta Barat,-6.184508,106.961706,Jakarta Timur
01899b1b-fac6-4528-93ee-88e469cf1199,be848a9c-b20e-4672-be0c-e464c29ff21e,b92fcb54-6951-48e7-85ca-1b57d76c50b2,f89a277e-fef2-4b30-a0e3-4323eba37a12,medan,cancelled_by_customer,Cash,139400,19500,5000,153900,6.94,2023-08-01 20:06:13,,3.597602,98.666883,Medan Barat,3.6347,98.717202,Medan Timur
155a44c9-7611-456d-8ef6-de71b97aad10,1adf62c0-5d74-4189-86c2-bd3b80159b57,b1736b7f-92a9-496d-bae7-eefcbb9187e3,513fc3a2-b652-4c1e-8e74-f0220cc0982f,jakarta,cancelled_by_driver,OVO,318700,6500,5000,320200,1.71,2023-11-06 20:44:51,,-6.188144,106.832884,Jakarta Selatan,-6.17323,106.836675,Jakarta Pusat
94520078-3a55-46be-802b-4f868e495e32,1d9ed439-b2c3-4964-9780-d7e38f6a882b,a9d45f40-4794-4016-ae38-98b5455aca01,05f21e89-ad17-4c21-9701-7f3b4518b373,surabaya,cancelled_by_driver,Mandiri Virtual Account,135600,12500,0,148100,4.16,2023-04-18 20:52:18,,-7.258877,112.713724,Surabaya Barat,-7.240628,112.746689,Surabaya Pusat
73797c2a-4b17-4a8b-b950-b10d9ed39682,e2f983f1-d043-4d8d-b7ea-7b1893c8e7e6,0fd7b305-8a06-439c-a5ec-91ecf6e744a3,76b59b4a-8e2f-4d82-ad1e-dd292dc0493a,medan,cancelled_by_customer,Mandiri Virtual Account,22000,6500,5000,23500,1.77,2024-08-14 20:11:36,,3.583384,98.670391,Medan Barat,3.567429,98.670836,Medan Barat
7f7cf48c-95b4-4981-825e-03840d720542,95313d7c-010f-44ba-b6c8-cb77f167981c,767aed3a-a0ff-42a8-a252-5e313f1a4c1c,81be077a-cdf2-49a5-a319-048a965c52cb,surabaya,delivered,DANA,125000,15000,5000,135000,5.22,2024-04-08 16:10:37,2024-04-08 17:00:37,-7.237781,112.749336,Surabaya Pusat,-7.203683,112.781877,Surabaya Timur
d3c11ed0-642a-4ef7-b9f4-c310856c3fce,3b3193a5-a09a-42ff-afd9-68c9c3f89825,34fda0a5-801b-49e1-a27f-277f6f36e674,0cdfd3de-fa44-405f-b2cd-4d17d0fb9f5c,surabaya,cancelled_by_driver,Mandiri Virtual Account,117500,8500,0,126000,2.66,2023-04-17 13:56:40,,-7.224134,112.76901,Surabaya Timur,-7.237114,112.74876,Surabaya Pusat
f0bd4301-1b74-4e7d-96bc-602f49df032a,b2f9ec31-c388-4250-b23c-90909565b2f7,4d1a46ba-f614-4624-b31a-f110de934cb5,0d956028-9d7a-4069-95fa-9b0a485d1f6f,medan,cancelled_by_driver,GoPay,237000,25000,5000,257000,9.34,2023-08-31 12:30:17,,3.599224,98.664548,Medan Barat,3.621567,98.74572,Medan Timur
d686833b-6eaf-4027-9b1c-113d6a822e2b,c7aac299-aca9-4231-944f-baba843ddd05,96bfe09b-05eb-4e1a-a124-24e66bc98b11,2d74a538-35a1-4814-9377-fb6b2824b22a,surabaya,delivered,GoPay,226000,12000,0,238000,4.04,2024-06-24 10:32:37,2024-06-24 11:29:37,-7.259566,112.766892,Surabaya Timur,-7.231218,112.743952,Surabaya Pusat
3471c184-7b83-4485-aaab-179449b7ba29,eec39ea3-0cd2-4503-8e10-d413a88e2121,399f5fbd-0e5f-4db0-b099-1207d82186b1,ea4d2e92-9625-4fb5-b53b-176916d64337,medan,delivered,DANA,553500,20500,0,574000,7.37,2024-12-09 13:04:27,2024-12-09 13:42:27,3.63563,98.74901,Medan Timur,3.578484,98.715452,Medan Kota
613d71b4-5ca5-4977-8664-953c100a93ce,dcfe0af7-1cb3-46e4-a829-e627027aa582,fb12b3a4-adca-4ff5-8148-f301d9a9a997,dd56d7aa-492f-414e-9d9d-bad2b74da05d,medan,cancelled_by_driver,OVO,360000,18000,0,378000,6.43,2024-07-08 20:04:00,,3.610103,98.653534,Medan Kota,3.619474,98.710693,Medan Kota
e260fc80-0c7f-4f3f-bb2a-d0c69388fa06,72e7a8b1-db45-48ad-a3f5-d7e60ec245c5,449caa32-0504-49f9-8496-509712b67c79,6561b9a8-a179-4331-be9d-e10b42e2b7ff,jakarta,delivered,GoPay,207000,10000,0,217000,3.2,2023-02-20 20:46:30,2023-02-20 21:43:30,-6.220818,106.890431,Jakarta Timur,-6.24652,106.877396,Jakarta Timur
046da879-bdaa-432e-a62b-22eddee0bf55,2adf4e99-e9f7-4200-af83-b86df377a125,a920f5f3-a4aa-45d8-9cb1-e65de835608d,9a16c910-8b55-4f65-9bb1-5c3cd553f038,surabaya,delivered,OVO,390500,10000,0,400500,3.1,2024-02-03 17:23:07,2024-02-03 17:48:07,-7.298009,112.707083,Surabaya Barat,-7.27015,112.705774,Surabaya Barat
237fe63a-9edb-4e28-9445-a85b277961b4,61a56754-13c6-45a7-a95c-a56454810809,13efc8da-3e51-4c31-9e32-c7562ed06be6,89b140fd-8278-48de-8b00-0272420426d9,surabaya,cancelled_by_driver,OVO,19000,3000,0,22000,0.41,2023-10-08 13:37:36,,-7.269181,112.746651,Surabaya Pusat,-7.265851,112.748225,Surabaya Pusat
2ee6776e-aef3-4e26-8459-2098ee94b6c1,94f9419b-696e-437a-83b2-383bd7ca68d1,4dd78be4-f82c-4d93-8cdb-bc28e7546acc,07fb5fc4-4cda-46d7-92f0-07f22e83071b,medan,delivered,DANA,89500,6500,2000,94000,1.75,2024-10-15 12:22:04,2024-10-15 13:10:04,3.58705,98.652214,Medan Barat,3.582799,98.667367,Medan Barat
42f213d1-b8b4-4696-9805-62865e677f51,096c47c0-343b-4ef9-ae32-bad5463ca517,28adce3e-56dc-45e3-9961-5ddd4d10993a,7e9674d1-245c-4a77-bfdb-a92a2e35c467,jakarta,delivered,BCA Virtual Account,80000,4500,2000,82500,0.99,2024-10-25 20:22:03,2024-10-25 20:39:03,-6.137877,106.825636,Jakarta Timur,-6.129331,106.828261,Jakarta Utara
a2f06ad7-774c-4cf3-9c59-03b2da524d0f,252b3e34-17bf-4cf0-99f0-67f08f528181,d43c67f4-b13c-435d-86ba-a490cc813a0f,b0510c37-8a0d-4782-bc7b-82914e865b1b,surabaya,cancelled_by_driver,OVO,252000,7000,0,259000,2.06,2023-03-05 20:06:52,,-7.262637,112.719174,Surabaya Barat,-7.279174,112.710748,Surabaya Barat
07b666d6-09f6-44d6-a5c4-a9868bcd57c1,464807c3-724c-4da7-8a05-a1f08d72fb8a,6e17db1e-fbda-4a4b-96a6-aa9830ff791a,9c9b3493-7fde-4d25-b420-c35da34d7671,medan,cancelled_by_driver,DANA,203000,22500,0,225500,8.14,2023-07-25 20:39:31,,3.555792,98.652494,Medan Barat,3.610249,98.70146,Medan Timur
a944cfad-4bf9-42d8-b0ee-2c0cfb91272d,9ed2a04c-1d06-4d44-b6a6-40208d9b9a7b,e474645f-706b-42b8-ba78-caed16546393,0b8ed000-1274-47e6-9f97-0d2ce79c3613,jakarta,cancelled_by_driver,Mandiri Virtual Account,78000,14500,10000,82500,4.92,2024-01-13 19:24:41,,-6.135614,106.833732,Jakarta Utara,-6.103152,106.863915,Jakarta Utara
de20feb5-b9c2-485d-9df8-3b9d573110c6,7c42e7ae-aa28-40f3-96de-eac4333d802a,c118bea4-fb11-4919-9eda-ae98e40cce35,55d9f702-30d6-4385-8e86-392fe4a0a3c5,surabaya,delivered,BCA Virtual Account,196000,23500,0,219500,8.57,2024-02-27 20:55:06,2024-02-27 21:45:06,-7.271976,112.661393,Surabaya Barat,-7.266847,112.738884,Surabaya Pusat
